"Year","state","stateID","type","obs","pred.mean","pred.lower","pred.upper"
2008,"Iowa",15,"farm_kha",38.287,32.166,11.325,89.389
2008,"Iowa",15,"farm_msales",84.4231,58.483,20.677,161.746
2008,"Kansas",16,"farm_knumber",0.109,0.102,0.051,0.205
2008,"Kansas",16,"farm_kha",21.514,17.811,6.372,51.47
2008,"Kansas",16,"farm_msales",17.06988,17.082,6.123,47.608
2008,"Kentucky",17,"farm_knumber",0.103,0.128,0.064,0.258
2008,"Kentucky",17,"farm_kha",2.74,3.231,1.126,9.016
2008,"Kentucky",17,"farm_msales",2.8851,5.654,2.024,15.831
2008,"Louisiana",18,"farm_knumber",0.023,0.02,0.01,0.04
2008,"Louisiana",18,"farm_kha",0.871,1.212,0.427,3.463
2008,"Louisiana",18,"farm_msales",2.45558,3.89,1.39,11.012
2008,"Maine",19,"farm_knumber",0.379,0.474,0.239,0.938
2008,"Maine",19,"farm_kha",11.443,14.645,5.104,41.972
2008,"Maine",19,"farm_msales",36.1965,28.33,10.175,79.123
2008,"Maryland",20,"farm_knumber",0.129,0.129,0.065,0.257
2008,"Maryland",20,"farm_kha",3.705,4.149,1.458,11.906
2008,"Maryland",20,"farm_msales",12.27554,11.708,4.088,32.04
2008,"Massachusetts",21,"farm_knumber",0.174,0.161,0.08,0.326
2008,"Massachusetts",21,"farm_kha",1.783,2.184,0.776,6.166
2008,"Massachusetts",21,"farm_msales",17.79676,13.587,4.821,38.322
2008,"Michigan",22,"farm_knumber",0.461,0.441,0.219,0.897
2008,"Michigan",22,"farm_kha",27.598,23.804,8.381,67.293
2008,"Michigan",22,"farm_msales",83.91098,77.056,27.632,215.729
2008,"Minnesota",23,"farm_knumber",0.55,0.574,0.288,1.132
2008,"Minnesota",23,"farm_kha",49.566,42.201,14.82,119.462
2008,"Minnesota",23,"farm_msales",81.48254,50.663,18.211,142.451
2008,"Mississippi",24,"farm_knumber",0.031,0.023,0.012,0.047
2008,"Mississippi",24,"farm_kha",0.546,1.759,0.634,4.943
2008,"Mississippi",24,"farm_msales",NA,5.704,1.907,16.544
2008,"Missouri",25,"farm_knumber",0.197,0.273,0.136,0.544
2008,"Missouri",25,"farm_kha",12.225,13.124,4.664,37.828
2008,"Missouri",25,"farm_msales",11.00232,25.678,9.098,71.88
2008,"Montana",26,"farm_knumber",0.173,0.177,0.089,0.359
2008,"Montana",26,"farm_kha",115.175,92.447,32.491,261.125
2008,"Montana",26,"farm_msales",29.95194,24.334,8.645,68.717
2008,"Nebraska",27,"farm_knumber",0.162,0.189,0.095,0.376
2008,"Nebraska",27,"farm_kha",59.185,43.031,15.165,122.248
2008,"Nebraska",27,"farm_msales",57.39048,48.861,17.849,136.323
2008,"Nevada",28,"farm_knumber",0.026,0.039,0.02,0.08
2008,"Nevada",28,"farm_kha",1.681,4.447,1.584,12.617
2008,"Nevada",28,"farm_msales",3.30518,10.469,3.85,28.761
2008,"New Hampshire",29,"farm_knumber",0.102,0.115,0.058,0.229
2008,"New Hampshire",29,"farm_kha",3.42,2.915,1.028,8.207
2008,"New Hampshire",29,"farm_msales",12.65078,7.131,2.58,19.689
2008,"New Jersey",30,"farm_knumber",0.122,0.086,0.043,0.172
2008,"New Jersey",30,"farm_kha",1.348,0.899,0.319,2.563
2008,"New Jersey",30,"farm_msales",3.07036,4.869,1.714,13.764
2008,"New Mexico",31,"farm_knumber",0.199,0.121,0.06,0.24
2008,"New Mexico",31,"farm_kha",47.642,19.478,7.057,55.757
2008,"New Mexico",31,"farm_msales",39.4887,21.78,7.729,60.582
2008,"New York",32,"farm_knumber",0.827,1.038,0.519,2.079
2008,"New York",32,"farm_kha",68.189,70.213,25.356,192.679
2008,"New York",32,"farm_msales",124.05694,97.347,35.163,269.886
2008,"North Carolina",33,"farm_knumber",0.246,0.286,0.143,0.58
2008,"North Carolina",33,"farm_kha",3.894,7.229,2.585,20.739
2008,"North Carolina",33,"farm_msales",62.29928,64.393,23.127,182.003
2008,"North Dakota",34,"farm_knumber",0.127,0.119,0.059,0.238
2008,"North Dakota",34,"farm_kha",61.833,39.833,14.112,113.636
2008,"North Dakota",34,"farm_msales",23.21178,13.425,4.835,37.902
2008,"Ohio",35,"farm_knumber",0.547,0.624,0.312,1.24
2008,"Ohio",35,"farm_kha",25.1,24.734,8.636,70.181
2008,"Ohio",35,"farm_msales",50.4627,44.377,16.087,123.841
2008,"Oklahoma",36,"farm_knumber",0.088,0.05,0.025,0.1
2008,"Oklahoma",36,"farm_kha",11.98,5.701,2.019,16.527
2008,"Oklahoma",36,"farm_msales",6.61272,3.484,1.213,10.015
2008,"Oregon",37,"farm_knumber",0.657,0.533,0.263,1.07
2008,"Oregon",37,"farm_kha",42.755,50.594,18.01,139.073
2008,"Oregon",37,"farm_msales",183.62334,146.851,52.877,401.417
2008,"Pennsylvania",38,"farm_knumber",0.586,0.772,0.382,1.555
2008,"Pennsylvania",38,"farm_kha",21.71,25.327,8.944,72.24
2008,"Pennsylvania",38,"farm_msales",251.03202,222.806,78.886,617.698
2008,"Rhode Island",39,"farm_knumber",0.028,0.027,0.013,0.054
2008,"Rhode Island",39,"farm_kha",0.083,0.048,0.017,0.139
2008,"Rhode Island",39,"farm_msales",1.31806,0.937,0.333,2.58
2008,"South Carolina",40,"farm_knumber",0.034,0.044,0.022,0.089
2008,"South Carolina",40,"farm_kha",0.415,0.853,0.295,2.436
2008,"South Carolina",40,"farm_msales",2.02252,4.529,1.563,12.949
2008,"South Dakota",41,"farm_knumber",0.103,0.089,0.045,0.178
2008,"South Dakota",41,"farm_kha",53.46,30.397,10.644,86.228
2008,"South Dakota",41,"farm_msales",17.87464,8.948,3.199,24.879
2008,"Tennessee",42,"farm_knumber",0.083,0.055,0.028,0.11
2008,"Tennessee",42,"farm_kha",0.81,1.11,0.396,3.146
2008,"Tennessee",42,"farm_msales",1.44668,2.378,0.842,6.482
2008,"Texas",43,"farm_knumber",0.372,0.265,0.133,0.525
2008,"Texas",43,"farm_kha",127.238,57.938,20.267,160.774
2008,"Texas",43,"farm_msales",176.20704,130.734,46.291,363.953
2008,"Utah",44,"farm_knumber",0.095,0.065,0.032,0.129
2008,"Utah",44,"farm_kha",58.392,35.225,12.441,97.908
2008,"Utah",44,"farm_msales",15.05326,11.363,4.051,31.344
2008,"Vermont",45,"farm_knumber",0.467,0.569,0.281,1.14
2008,"Vermont",45,"farm_kha",31.38,37.62,13.263,107.77
2008,"Vermont",45,"farm_msales",85.97126,58.602,20.738,164.704
2008,"Virginia",46,"farm_knumber",0.18,0.178,0.09,0.352
2008,"Virginia",46,"farm_kha",4.983,7.018,2.484,19.946
2008,"Virginia",46,"farm_msales",22.64538,22.947,8.24,63.434
2008,"Washington",47,"farm_knumber",0.887,0.767,0.383,1.534
2008,"Washington",47,"farm_kha",33.286,25.589,9.107,72.53
2008,"Washington",47,"farm_msales",332.7246,279.664,98.003,778.213
2008,"West Virginia",48,"farm_knumber",0.055,0.029,0.015,0.059
2008,"West Virginia",48,"farm_kha",0.791,0.796,0.276,2.296
2008,"West Virginia",48,"farm_msales",0.48262,1.332,0.468,3.8
2008,"Wisconsin",49,"farm_knumber",1.222,1.295,0.642,2.597
2008,"Wisconsin",49,"farm_kha",79.191,66.272,23.524,191.91
2008,"Wisconsin",49,"farm_msales",156.66152,109.811,39.925,304.913
2008,"Wyoming",50,"farm_knumber",0.061,0.059,0.029,0.118
2008,"Wyoming",50,"farm_kha",274.149,59.4,20.801,170.716
2008,"Wyoming",50,"farm_msales",15.95714,8.657,3.092,24.436
2014,"Alabama",1,"farm_knumber",0.028,0.021,0.011,0.043
2014,"Alabama",1,"farm_kha",0.626,0.716,0.257,2.041
2014,"Alabama",1,"farm_msales",1.52164,1.775,0.595,5.27
2014,"Alaska",2,"farm_knumber",0.017,0.012,0.006,0.024
2014,"Alaska",2,"farm_kha",0.152,0.183,0.059,0.549
2014,"Alaska",2,"farm_msales",1.01261,1.102,0.372,3.29
2014,"Arizona",3,"farm_knumber",0.061,0.055,0.028,0.111
2014,"Arizona",3,"farm_kha",7.211,9.637,3.445,26.87
2014,"Arizona",3,"farm_msales",101.87685,102.445,37.3,282.315
2014,"Arkansas",4,"farm_knumber",0.034,0.049,0.025,0.097
2014,"Arkansas",4,"farm_kha",0.328,1.999,0.713,5.68
2014,"Arkansas",4,"farm_msales",NA,25.227,9.043,71.311
2014,"California",5,"farm_knumber",2.805,2.612,1.313,5.145
2014,"California",5,"farm_kha",278.206,272.245,94.822,776.658
2014,"California",5,"farm_msales",2432.05269,2138.496,768.911,6045.08
2014,"Colorado",6,"farm_knumber",0.157,0.194,0.097,0.385
2014,"Colorado",6,"farm_kha",46.606,57.801,20.553,160.292
2014,"Colorado",6,"farm_msales",160.01091,137.244,49.996,379.176
2014,"Connecticut",7,"farm_knumber",0.122,0.08,0.04,0.159
2014,"Connecticut",7,"farm_kha",1.045,0.733,0.255,2.106
2014,"Connecticut",7,"farm_msales",4.01338,5.978,2.193,16.511
2014,"Delaware",8,"farm_knumber",0.01,0.007,0.004,0.014
2014,"Delaware",8,"farm_kha",0.104,0.122,0.042,0.349
2014,"Delaware",8,"farm_msales",0.27577,1.461,0.477,4.384
2014,"Florida",9,"farm_knumber",0.166,0.145,0.072,0.292
2014,"Florida",9,"farm_kha",7.84,5.41,1.917,15.075
2014,"Florida",9,"farm_msales",62.32838,65.829,23.712,181.635
2014,"Georgia",10,"farm_knumber",0.117,0.102,0.051,0.204
2014,"Georgia",10,"farm_kha",3.637,2.554,0.918,7.243
2014,"Georgia",10,"farm_msales",13.57704,22.038,8.012,60.825
2014,"Hawaii",11,"farm_knumber",0.166,0.171,0.086,0.339
2014,"Hawaii",11,"farm_kha",1.419,2.134,0.753,5.989
2014,"Hawaii",11,"farm_msales",14.55804,14.401,5.202,39.331
2014,"Idaho",12,"farm_knumber",0.161,0.197,0.099,0.398
2014,"Idaho",12,"farm_kha",50.664,60.429,21.434,172.431
2014,"Idaho",12,"farm_msales",71.60864,100.451,36.126,278.662
2014,"Illinois",13,"farm_knumber",0.249,0.233,0.118,0.46
2014,"Illinois",13,"farm_kha",16.621,16.432,5.942,45.423
2014,"Illinois",13,"farm_msales",57.46807,48.436,17.814,130.321
2014,"Indiana",14,"farm_knumber",0.282,0.317,0.159,0.635
2014,"Indiana",14,"farm_kha",10.647,12.218,4.225,35.198
2014,"Indiana",14,"farm_msales",65.23105,64.778,23.57,185.866
2014,"Iowa",15,"farm_knumber",0.612,0.635,0.319,1.265
2014,"Iowa",15,"farm_kha",39.453,40.721,14.055,115.469
2014,"Iowa",15,"farm_msales",111.86234,110.074,39.488,302.778
2014,"Kansas",16,"farm_knumber",0.083,0.097,0.047,0.195
2014,"Kansas",16,"farm_kha",17.052,22.619,8.004,63.309
2014,"Kansas",16,"farm_msales",18.76435,32.222,11.929,88.588
2014,"Kentucky",17,"farm_knumber",0.107,0.121,0.061,0.241
2014,"Kentucky",17,"farm_kha",2.91,4.087,1.473,11.67
2014,"Kentucky",17,"farm_msales",8.45513,10.612,3.861,29.637
2014,"Louisiana",18,"farm_knumber",0.023,0.019,0.01,0.038
2014,"Louisiana",18,"farm_kha",1.742,1.528,0.539,4.328
2014,"Louisiana",18,"farm_msales",6.01789,7.295,2.592,20.147
2014,"Maine",19,"farm_knumber",0.517,0.444,0.218,0.881
2014,"Maine",19,"farm_kha",23.661,18.466,6.554,51.99
2014,"Maine",19,"farm_msales",59.05402,52.953,18.521,149.008
2014,"Maryland",20,"farm_knumber",0.12,0.121,0.061,0.243
2014,"Maryland",20,"farm_kha",5.672,5.216,1.878,14.6
2014,"Maryland",20,"farm_msales",20.68057,22.018,8.077,59.981
2014,"Massachusetts",21,"farm_knumber",0.179,0.152,0.076,0.301
2014,"Massachusetts",21,"farm_kha",3.256,2.727,0.973,7.607
2014,"Massachusetts",21,"farm_msales",27.00475,25.471,9.134,69.616
2014,"Michigan",22,"farm_knumber",0.332,0.417,0.208,0.828
2014,"Michigan",22,"farm_kha",23.516,29.938,10.464,83.346
2014,"Michigan",22,"farm_msales",135.82708,144.37,52.821,394.266
2014,"Minnesota",23,"farm_knumber",0.512,0.541,0.269,1.082
2014,"Minnesota",23,"farm_kha",53.86,52.889,18.578,149.905
2014,"Minnesota",23,"farm_msales",100.54378,94.824,34.466,265.881
2014,"Mississippi",24,"farm_knumber",0.008,0.022,0.011,0.044
2014,"Mississippi",24,"farm_kha",1.134,2.217,0.795,6.215
2014,"Mississippi",24,"farm_msales",6.54,10.758,3.834,30.296
2014,"Missouri",25,"farm_knumber",0.216,0.258,0.129,0.516
2014,"Missouri",25,"farm_kha",20.009,16.6,5.888,46.807
2014,"Missouri",25,"farm_msales",47.16866,48.4,17.115,134.032
2014,"Montana",26,"farm_knumber",0.147,0.168,0.084,0.338
2014,"Montana",26,"farm_kha",128.715,117.314,41.429,324.415
2014,"Montana",26,"farm_msales",47.58613,45.69,16.379,129.545
2014,"Nebraska",27,"farm_knumber",0.17,0.179,0.09,0.355
2014,"Nebraska",27,"farm_kha",44.755,54.705,19.433,152.635
2014,"Nebraska",27,"farm_msales",82.74953,91.903,33.85,249.398
2014,"Nevada",28,"farm_knumber",0.049,0.037,0.019,0.074
2014,"Nevada",28,"farm_kha",2.86,5.656,2.031,15.847
2014,"Nevada",28,"farm_msales",22.25126,19.809,7.056,55.313
2014,"New Hampshire",29,"farm_knumber",0.15,0.108,0.055,0.215
2014,"New Hampshire",29,"farm_kha",3.255,3.657,1.301,10.278
2014,"New Hampshire",29,"farm_msales",22.72541,13.402,4.884,36.819
2014,"New Jersey",30,"farm_knumber",0.087,0.081,0.04,0.161
2014,"New Jersey",30,"farm_kha",1.077,1.153,0.411,3.245
2014,"New Jersey",30,"farm_msales",8.48674,9.272,3.357,25.406
2014,"New Mexico",31,"farm_knumber",0.116,0.115,0.057,0.232
2014,"New Mexico",31,"farm_kha",13.94,24.512,8.758,69.065
2014,"New Mexico",31,"farm_msales",23.8274,41.118,15.105,113.639
2014,"New York",32,"farm_knumber",0.917,0.974,0.484,1.943
2014,"New York",32,"farm_kha",86.114,88.383,31.627,249.891
2014,"New York",32,"farm_msales",178.98127,183.545,67.288,515.984
2014,"North Carolina",33,"farm_knumber",0.264,0.27,0.135,0.537
2014,"North Carolina",33,"farm_kha",8.985,9.125,3.267,25.254
2014,"North Carolina",33,"farm_msales",72.96569,121.269,43.772,339.687
2014,"North Dakota",34,"farm_knumber",0.094,0.112,0.056,0.221
2014,"North Dakota",34,"farm_kha",54.507,50.111,17.868,142.025
2014,"North Dakota",34,"farm_msales",29.73411,25.268,8.908,71.025
2014,"Ohio",35,"farm_knumber",0.541,0.589,0.297,1.165
2014,"Ohio",35,"farm_kha",30.118,31.558,10.968,93.317
2014,"Ohio",35,"farm_msales",96.84214,83.908,29.874,234.405
2014,"Oklahoma",36,"farm_knumber",0.045,0.047,0.024,0.094
2014,"Oklahoma",36,"farm_kha",4.449,7.251,2.505,20.822
2014,"Oklahoma",36,"farm_msales",NA,6.596,2.267,18.541
2014,"Oregon",37,"farm_knumber",0.525,0.503,0.254,1.014
2014,"Oregon",37,"farm_kha",82.658,64.14,22.152,180.553
2014,"Oregon",37,"farm_msales",258.46189,275.25,99.482,764.33
2014,"Pennsylvania",38,"farm_knumber",0.679,0.733,0.371,1.483
2014,"Pennsylvania",38,"farm_kha",39.521,32.064,11.565,90.471
2014,"Pennsylvania",38,"farm_msales",341.66704,419.783,149.755,1160.986
2014,"Rhode Island",39,"farm_knumber",0.024,0.026,0.013,0.051
2014,"Rhode Island",39,"farm_kha",0.032,0.061,0.022,0.174
2014,"Rhode Island",39,"farm_msales",0.98318,1.76,0.624,4.968
2014,"South Carolina",40,"farm_knumber",0.047,0.042,0.021,0.084
2014,"South Carolina",40,"farm_kha",1.089,1.08,0.376,3.04
2014,"South Carolina",40,"farm_msales",NA,8.476,2.986,23.879
2014,"South Dakota",41,"farm_knumber",0.08,0.084,0.042,0.17
2014,"South Dakota",41,"farm_kha",31.726,38.261,13.763,106.698
2014,"South Dakota",41,"farm_msales",17.44,16.725,6.08,45.561
2014,"Tennessee",42,"farm_knumber",0.054,0.052,0.026,0.104
2014,"Tennessee",42,"farm_kha",1.485,1.415,0.502,3.991
2014,"Tennessee",42,"farm_msales",4.38507,4.431,1.594,12.441
2014,"Texas",43,"farm_knumber",0.234,0.252,0.126,0.513
2014,"Texas",43,"farm_kha",51.271,74.069,26.842,212.305
2014,"Texas",43,"farm_msales",217.01246,247.213,90.738,690.23
2014,"Utah",44,"farm_knumber",0.06,0.062,0.031,0.123
2014,"Utah",44,"farm_kha",48.76,44.892,16.151,128.381
2014,"Utah",44,"farm_msales",20.11922,21.419,7.799,59.859
2014,"Vermont",45,"farm_knumber",0.542,0.534,0.267,1.064
2014,"Vermont",45,"farm_kha",46.539,47.665,16.861,136.047
2014,"Vermont",45,"farm_msales",102.33901,109.319,39.528,296.493
2014,"Virginia",46,"farm_knumber",0.167,0.169,0.085,0.338
2014,"Virginia",46,"farm_kha",11.503,8.907,3.102,25.611
2014,"Virginia",46,"farm_msales",45.01918,43.036,15.271,118.988
2014,"Washington",47,"farm_knumber",0.716,0.726,0.358,1.431
2014,"Washington",47,"farm_kha",29.895,32.428,11.313,90.831
2014,"Washington",47,"farm_msales",561.23773,530.827,193.238,1445.196
2014,"West Virginia",48,"farm_knumber",0.024,0.028,0.014,0.055
2014,"West Virginia",48,"farm_kha",0.858,1.006,0.356,2.812
2014,"West Virginia",48,"farm_msales",NA,2.502,0.887,7.036
2014,"Wisconsin",49,"farm_knumber",1.228,1.22,0.614,2.437
2014,"Wisconsin",49,"farm_kha",92.553,83.855,29.814,238.418
2014,"Wisconsin",49,"farm_msales",218.872,205.363,73.257,572.507
2014,"Wyoming",50,"farm_knumber",0.049,0.056,0.028,0.11
2014,"Wyoming",50,"farm_kha",52.025,76.066,26.075,213.364
2014,"Wyoming",50,"farm_msales",18.21717,16.296,5.918,45.242
2019,"Alabama",1,"farm_knumber",0.011,0.02,0.01,0.041
2019,"Alabama",1,"farm_kha",0.879,0.865,0.306,2.519
2019,"Alabama",1,"farm_msales",NA,2.977,0.991,8.847
2019,"Alaska",2,"farm_knumber",0.008,0.012,0.006,0.023
2019,"Alaska",2,"farm_kha",NA,0.222,0.072,0.689
2019,"Alaska",2,"farm_msales",NA,1.869,0.61,5.703
2019,"Arizona",3,"farm_knumber",0.062,0.053,0.027,0.106
2019,"Arizona",3,"farm_kha",10.809,11.646,4.112,32.624
2019,"Arizona",3,"farm_msales",204.53106,173.666,61.128,476.778
2019,"Arkansas",4,"farm_knumber",0.067,0.047,0.024,0.093
2019,"Arkansas",4,"farm_kha",8.506,2.398,0.865,6.74
2019,"Arkansas",4,"farm_msales",55.88431,42.337,15.074,118.632
2019,"California",5,"farm_knumber",3.012,2.49,1.235,4.909
2019,"California",5,"farm_kha",390.792,330.226,114.428,949.585
2019,"California",5,"farm_msales",3632.89223,3608.242,1277.934,9956.939
2019,"Colorado",6,"farm_knumber",0.238,0.184,0.092,0.37
2019,"Colorado",6,"farm_kha",67.814,70.621,24.829,196.965
2019,"Colorado",6,"farm_msales",185.96019,233.825,84.181,657.865
2019,"Connecticut",7,"farm_knumber",0.063,0.076,0.038,0.151
2019,"Connecticut",7,"farm_kha",0.729,0.893,0.318,2.532
2019,"Connecticut",7,"farm_msales",6.21352,10.109,3.658,27.828
2019,"Delaware",8,"farm_knumber",0.012,0.007,0.003,0.014
2019,"Delaware",8,"farm_kha",0.215,0.148,0.05,0.436
2019,"Delaware",8,"farm_msales",13.69964,2.476,0.826,7.316
2019,"Florida",9,"farm_knumber",0.126,0.138,0.069,0.276
2019,"Florida",9,"farm_kha",7.252,6.565,2.28,18.784
2019,"Florida",9,"farm_msales",87.32258,111.944,39.567,314.199
2019,"Georgia",10,"farm_knumber",0.102,0.097,0.048,0.197
2019,"Georgia",10,"farm_kha",2.883,3.123,1.112,8.767
2019,"Georgia",10,"farm_msales",52.73412,37.793,13.653,105.12
2019,"Hawaii",11,"farm_knumber",0.129,0.162,0.081,0.321
2019,"Hawaii",11,"farm_kha",1.13,2.597,0.918,7.352
2019,"Hawaii",11,"farm_msales",17.45583,24.365,8.714,67.83
2019,"Idaho",12,"farm_knumber",0.24,0.188,0.095,0.371
2019,"Idaho",12,"farm_kha",73.171,72.704,26.179,204.588
2019,"Idaho",12,"farm_msales",208.02768,170.567,61.744,474.411
2019,"Illinois",13,"farm_knumber",0.258,0.222,0.11,0.441
2019,"Illinois",13,"farm_kha",24.57,19.936,6.903,58.498
2019,"Illinois",13,"farm_msales",73.42902,81.943,29.548,232.991
2019,"Indiana",14,"farm_knumber",0.595,0.301,0.151,0.596
2019,"Indiana",14,"farm_kha",NA,14.777,5.109,42.31
2019,"Indiana",14,"farm_msales",182.76051,109.476,39.964,303.384
2019,"Iowa",15,"farm_knumber",0.779,0.605,0.298,1.206
2019,"Iowa",15,"farm_kha",54.126,49.673,17.761,138.795
2019,"Iowa",15,"farm_msales",146.04196,187.779,67.021,508.785
2019,"Kansas",16,"farm_knumber",0.11,0.092,0.045,0.186
2019,"Kansas",16,"farm_kha",34.68,27.117,9.64,76.174
2019,"Kansas",16,"farm_msales",69.73848,53.986,19.806,151.26
2019,"Kentucky",17,"farm_knumber",0.185,0.115,0.058,0.231
2019,"Kentucky",17,"farm_kha",7.894,4.93,1.766,13.986
2019,"Kentucky",17,"farm_msales",38.84359,17.966,6.469,49.751
2019,"Louisiana",18,"farm_knumber",0.01,0.018,0.009,0.036
2019,"Louisiana",18,"farm_kha",1.353,1.853,0.658,5.291
2019,"Louisiana",18,"farm_msales",14.47633,12.403,4.513,34.434
2019,"Maine",19,"farm_knumber",0.456,0.428,0.215,0.868
2019,"Maine",19,"farm_kha",22.373,22.545,8.223,64.651
2019,"Maine",19,"farm_msales",64.4582,89.895,32.883,250.147
2019,"Maryland",20,"farm_knumber",0.121,0.115,0.059,0.233
2019,"Maryland",20,"farm_kha",6.962,6.395,2.269,17.887
2019,"Maryland",20,"farm_msales",50.5808,37.26,13.383,103.34
2019,"Massachusetts",21,"farm_knumber",0.133,0.145,0.072,0.291
2019,"Massachusetts",21,"farm_kha",3.308,3.342,1.174,9.488
2019,"Massachusetts",21,"farm_msales",33.22395,43.108,15.272,119.582
2019,"Michigan",22,"farm_knumber",0.541,0.398,0.2,0.808
2019,"Michigan",22,"farm_kha",49.495,36.029,12.503,104.17
2019,"Michigan",22,"farm_msales",233.26455,243.934,86.488,692.287
2019,"Minnesota",23,"farm_knumber",0.635,0.517,0.257,1.048
2019,"Minnesota",23,"farm_kha",70.028,63.628,22.579,179.11
2019,"Minnesota",23,"farm_msales",114.74206,161.454,57.054,444.078
2019,"Mississippi",24,"farm_knumber",0.029,0.021,0.011,0.043
2019,"Mississippi",24,"farm_kha",3.598,2.724,0.972,7.63
2019,"Mississippi",24,"farm_msales",29.82227,18.188,6.328,52.672
2019,"Missouri",25,"farm_knumber",0.355,0.247,0.123,0.495
2019,"Missouri",25,"farm_kha",20.717,20.233,7.135,56.319
2019,"Missouri",25,"farm_msales",115.0188,81.756,29.963,225.208
2019,"Montana",26,"farm_knumber",0.208,0.16,0.08,0.323
2019,"Montana",26,"farm_kha",144.017,141.981,50.298,409.536
2019,"Montana",26,"farm_msales",66.12167,77.26,27.799,214.225
2019,"Nebraska",27,"farm_knumber",0.238,0.17,0.085,0.345
2019,"Nebraska",27,"farm_kha",93.86,66.211,22.988,190.762
2019,"Nebraska",27,"farm_msales",186.48034,155.952,56.94,436.603
2019,"Nevada",28,"farm_knumber",0.04,0.036,0.018,0.073
2019,"Nevada",28,"farm_kha",39.623,6.83,2.421,19.106
2019,"Nevada",28,"farm_msales",67.47103,33.724,12.073,93.691
2019,"New Hampshire",29,"farm_knumber",0.08,0.103,0.052,0.207
2019,"New Hampshire",29,"farm_kha",4.74,4.43,1.561,12.416
2019,"New Hampshire",29,"farm_msales",11.38674,22.419,8.207,61.806
2019,"New Jersey",30,"farm_knumber",0.068,0.077,0.039,0.153
2019,"New Jersey",30,"farm_kha",1.594,1.399,0.494,3.999
2019,"New Jersey",30,"farm_msales",26.50846,15.628,5.72,44.302
2019,"New Mexico",31,"farm_knumber",0.101,0.11,0.055,0.222
2019,"New Mexico",31,"farm_kha",15.808,29.94,10.601,85.886
2019,"New Mexico",31,"farm_msales",71.47972,69.832,25.38,194.416
2019,"New York",32,"farm_knumber",1.321,0.926,0.461,1.84
2019,"New York",32,"farm_kha",130.802,107.162,37.902,300.674
2019,"New York",32,"farm_msales",301.4042,307.422,110.498,848.95
2019,"North Carolina",33,"farm_knumber",0.347,0.257,0.128,0.522
2019,"North Carolina",33,"farm_kha",17.304,11.096,3.947,31.313
