Sector Desc,Group Desc,Commodity Desc,Unit Desc,Domain Desc,Domaincat Desc,Short Desc,Long Desc,Agg Level Desc,State Name,Year,Published Estimate,State Ansi
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARIZONA,2011,"77,092,850",4
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARIZONA,2014,"93,465,000",4
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARIZONA,2015,"128,771,000",4
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARIZONA,2016,"117,790,000",4
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARIZONA,2019,"202,506,000",4
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARKANSAS,2011,(D),5
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARKANSAS,2014,(D),5
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARKANSAS,2015,"16,273,000",5
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARKANSAS,2016,"39,768,000",5
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ARKANSAS,2019,"55,331,000",5
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CALIFORNIA,2011,"1,388,847,002",6
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CALIFORNIA,2014,"2,230,633,000",6
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CALIFORNIA,2015,"2,435,594,000",6
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CALIFORNIA,2016,"2,889,156,000",6
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CALIFORNIA,2019,"3,596,923,000",6
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,COLORADO,2011,"70,212,775",8
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,COLORADO,2014,"146,733,000",8
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,COLORADO,2015,"155,206,000",8
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,COLORADO,2016,"181,297,000",8
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,COLORADO,2019,"184,119,000",8
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CONNECTICUT,2011,"1,155,872",9
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CONNECTICUT,2014,"3,586,000",9
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CONNECTICUT,2015,"4,677,000",9
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CONNECTICUT,2016,"6,943,000",9
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,CONNECTICUT,2019,"6,152,000",9
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,DELAWARE,2011,"537,308",10
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,DELAWARE,2014,"247,000",10
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,DELAWARE,2015,(D),10
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,DELAWARE,2016,(D),10
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,DELAWARE,2019,"13,564,000",10
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,FLORIDA,2011,"98,607,647",12
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,FLORIDA,2014,"57,103,000",12
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,FLORIDA,2015,"62,831,000",12
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,FLORIDA,2016,"72,351,000",12
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,FLORIDA,2019,"86,458,000",12
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,GEORGIA,2011,"12,564,527",13
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,GEORGIA,2014,"12,293,000",13
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,GEORGIA,2015,"19,964,000",13
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,GEORGIA,2016,"48,233,000",13
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,GEORGIA,2019,"52,212,000",13
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,HAWAII,2011,"7,475,413",15
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,HAWAII,2014,"13,224,000",15
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,HAWAII,2015,"12,576,000",15
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,HAWAII,2016,"13,408,000",15
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,HAWAII,2019,"17,283,000",15
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IDAHO,2011,"53,249,291",16
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IDAHO,2014,"65,679,000",16
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IDAHO,2015,"85,014,000",16
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IDAHO,2016,"98,005,000",16
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IDAHO,2019,"205,968,000",16
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2011,"27,869,730",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2014,"52,600,000",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2015,"53,350,000",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2016,"52,106,000",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2019,"72,702,000",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2011,"30,389,950",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2014,"59,665,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2015,"59,450,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2016,"99,124,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2019,"180,951,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2011,"60,703,312",19
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2014,"102,529,000",19
